title,job description,questions
Sales Associate,"<h4>Job brief</h4><p>We are looking for a result-driven retail Sales Associate to be responsible for all sales job duties, from generating leads to closing sales.</p>
<h3>What is a Sales Associate – What does he/she do?</h3>
<p>Sales Associate duties and responsibilities include working closely with customers to determine their needs, answer their questions about our products and recommend the right solutions. You should also be able to promptly resolve customer complaints and ensure maximum client satisfaction. To be successful as a Sales Associate, you should stay up-to-date with product features and maintain our store’s visual appearance in high standards.</p>
<p>Ultimately, the duties of a Sales Associate are to achieve excellent customer service, while consistently meeting the store’s sales goals.</p>
<h4>Responsibilities</h4><ul>
<li>Ensure high levels of customer satisfaction through excellent sales service</li>
<li>Assess customers needs and provide assistance and information on product features</li>
<li>Welcome customers to the store and answer their queries</li>
<li>Follow and achieve department’s sales goals on a monthly, quarterly and yearly basis</li>
<li>“Go the extra mile” to drive sales</li>
<li>Maintain in-stock and presentable condition assigned areas</li>
<li>Actively seek out customers in store</li>
<li>Remain knowledgeable on products offered and discuss available options</li>
<li>Process POS (point of sale) purchases</li>
<li>Cross sell products</li>
<li>Handle returns of merchandise</li>
<li>Team up with co-workers to ensure proper customer service</li>
<li>Build productive trust relationships with customers</li>
<li>Comply with inventory control procedures</li>
<li>Suggest ways to improve sales (e.g. planning marketing activities, changing the store’s design)</li>
</ul>
<h4>Requirements</h4><h3>Sales Associate skills</h3>
<ul>
<li>Proven work experience as a Retail Sales Associate, <sales-representative-job-description"" rel=""noopener"" target=""_blank"">Sales Representative or similar role</li>
<li>Basic understanding of sales principles and customer service practices</li>
<li>Proficiency in English</li>
<li>Basic Math skills</li>
<li>Working knowledge of customer and market dynamics and requirements</li>
<li>Track record of over-achieving sales quota</li>
<li>Hands-on experience with POS transactions</li>
<li>Familiarity with inventory procedures</li>
<li>Solid communication and interpersonal skills</li>
<li>A friendly and energetic personality with customer service focus</li>
<li>Ability to perform under pressure and address complaints in a timely manner</li>
<li>Availability to work flexible shifts</li>
<li>High school degree; BS degree in Marketing or related field would be a plus</li>
</ul>
","['What would you do if a client asked you a question about a product you didn’t know the answer to?', 'Imagine a customer is upset because there is a shortage of a product they want to buy. How would you handle it?', 'Have you used any retail software before?', 'If a customer destroyed a piece of merchandise, what would you do?', 'What would you do to let customers know of temporary discounts?', 'How would you handle it if you saw a customer stealing an item?', 'Imagine a customer told you they’re looking for a gift. Can you walk me through the process of closing a sale?', 'Are you familiar with our products? Which one would you most enjoy selling and why?', 'Do you know how to operate a cash register?', 'How would you greet each customer when they enter the store?', 'What steps would you take to close the store?', 'How do you stay calm and motivated when there are too many customers in the store?', 'Tell me about a time you managed to provide excellent customer service', 'Have you ever had a conflict with a coworker? How did you resolve it?', 'Describe a time you had to deal with a difficult or angry customer. How did you diffuse the tension? What solution did you provide?']"
Sales Assistant,"<h4>Job brief</h4><p dir=""ltr"">We are looking for a competitive retail Sales Assistant to help customers identify and purchase products they desire. Sales Assistant duties include selling, restocking and merchandising. The goal is to provide high class customer service and to increase company’s growth and revenue through sales maximisation.</p>
<h4>Responsibilities</h4><ul>
<li>Ensure high levels of customer satisfaction through excellent sales service</li>
<li>Maintain outstanding store condition and visual merchandising standards</li>
<li>Maintain a fully stocked store</li>
<li>Ascertain customers’ needs and wants</li>
<li>Recommend and display items that match customer needs</li>
<li>Welcome and greet customers</li>
<li>Manage point-of-sale processes</li>
<li>Actively involve in the receiving of new shipments</li>
<li>Keep up to date with product information</li>
<li>Accurately describe product features and benefits</li>
<li>Follow all companies policies and procedures</li>
</ul>
<h4>Requirements</h4><ul>
<li>Proven working experience in retail sales</li>
<li>Basic understanding of sales principles and customer service practices</li>
<li>Proficiency in English</li>
<li>Track record of over-achieving sales quota</li>
<li>Solid communication and interpersonal skills</li>
<li>Customer service focus</li>
<li>Friendly, helpful, confident and engaging personality</li>
<li>Basic administration skills</li>
<li>High school degree</li>
</ul>
","['How would you describe our customers?', 'What types of merchandise have you sold before?', 'What point of sales systems have you used?', 'How would you sell ____? (Fill in the blank with one of your products, e.g. shoes, computers, outdoor gear)', 'How do you familiarize yourself with the products you sell?', 'Describe a time you suggested a way to improve efficiency, reduce costs, or save time.', 'If it’s a slow day at the store, what do you do in your downtime?', 'How do you greet customers at your store?', 'Describe a time you had to resolve a problem with an angry customer.', 'How do you build customer loyalty?', 'How do you make sure that customers know about sales and other special events?', 'A customer tries to combine two coupons that cannot be combined. How would you handle it?', 'What would you do if you caught someone shoplifting in the store?', 'Have you ever had a disagreement with your manager? How did you resolve it?', 'Describe a time you worked with a colleague to solve a problem.', 'Describe a time you pitched in for a colleague who was unable to make it to work.']"
Insurance Agent,"<h4>Job brief</h4><p dir=""ltr"">We are looking for a competitive Insurance Agent to generate new business by contacting potential customers. You will sell, solicit, differentiate and negotiate insurance plans that match the needs of your assigned or prospective customers’ portfolio.</p>
<p>The goal is to build up strong positive relationships, to ensure growth attainment and increase our firm’s reputation.</p>
<h4>Responsibilities</h4><ul>
<li>Develop marketing strategies and promote all types of new insurance contracts or suggest additions/changes to existing ones</li>
<li>Breed productive relationships to create a pool of prospective clients from various sources by networking, cold calling, using referrals etc</li>
<li>Evaluate business or individual customers’ needs and financial status and propose protection plans that meet their criteria</li>
<li>Work with clients to deliver risk management strategies that fit their risk profiles</li>
<li>Report the progress of monthly/quarterly initiatives to stakeholders</li>
<li>Maintain bookkeeping systems, database and records</li>
<li>Monitor insurance claims to ensure mutual satisfaction</li>
<li>Achieve customer acquisition and revenue growth objectives</li>
<li>Constantly update job knowledge and learn about new products and services</li>
<li>Fulfill all policy requirements</li>
</ul>
<h4>Requirements</h4><ul>
<li>Proven working experience as an Insurance Agent or relevant experience</li>
<li>Familiarity with all types of insurance plans (automobile, fire, life, property, medical etc)</li>
<li>Basic computer knowledge and statistical analysis</li>
<li>Proven ability to work with goals</li>
<li>Demonstrated ability to communicate, present, influence and sell effectively</li>
<li>Experience in delivering client-focused solutions and in creating long-lasting relationships</li>
<li>High school or BS degree</li>
</ul>
","['Here’s one of our insurance plans. Sell it to me', 'What insurance plans are you familiar with?', 'Which up-selling techniques have you employed to your clients?', 'What questions should you ask to evaluate a prospective client’s needs?', 'How do you use social media to identify prospects?', 'Are you comfortable with cold-calling?', 'How do you keep track of policy plans you’ve sold?', 'What forms of advertising do you employ as an insurance agent?', 'What are people’s criteria in choosing an insurance policy?', 'If a client was trying to negotiate in a way that wouldn’t be profitable to our company, what would you do?', 'Tell me about a time you had to deal with an aggressive client. How did you handle it?', 'Describe a time you persuaded someone to buy insurance after having refused at first', 'Tell me about a time you had to close deals to meet quota in a short period of time. How did you manage?', 'What’s the most successful sale you’ve ever made?', 'Describe a time you helped a client with a problem regarding their policy']"
Sales Representative,"<h4>Job brief</h4><p>We’re looking for a results-driven Sales Representative with excellent interpersonal skills to actively seek out and engage customer prospects.</p>
<h3>What does a Sales Representative do?</h3>
<p>You will provide complete and appropriate solutions for every customer in order to boost top-line revenue growth, customer acquisition levels and profitability.</p>
<p><img alt=""sales representative job description"" class=""alignnone size-full wp-image-7206"" height=""230"" loading=""lazy"" sizes=""(max-width: 640px) 100vw, 640px"" src=""https://resources.workable.com/wp-content/uploads/2013/07/sales-rep.jpg"" srcset=""https://resources.workable.com/wp-content/uploads/2013/07/sales-rep.jpg 640w, https://resources.workable.com/wp-content/uploads/2013/07/sales-rep-200x72.jpg 200w, https://resources.workable.com/wp-content/uploads/2013/07/sales-rep-560x201.jpg 560w"" width=""640""/></p>
<p> </p>
<h4>Responsibilities</h4><div title=""Page 1"">
<ul>
<li>Present, promote and sell products/services using solid arguments to existing and prospective customers</li>
<li>Perform cost-­benefit and needs analysis of existing/potential customers to meet their needs</li>
<li>Establish, develop and maintain positive business and customer relationships</li>
<li>Reach out to customer leads through cold calling</li>
<li>Expedite the resolution of customer problems and complaints to maximize satisfaction</li>
<li>Achieve agreed upon sales targets and outcomes within schedule</li>
<li>Coordinate sales effort with team members and other departments</li>
<li><territory-manager-job-description"">Analyze the territory/market’s potential, track sales and status reports</li>
<li>Supply management with reports on customer needs, problems, interests, competitive activities, and potential for new products and services.</li>
<li>Keep abreast of best practices and promotional trends</li>
<li>Continuously improve through feedback<b id=""docs-internal-guid-3ec657fe-a8ad-9d6e-d965-a856940aa6f8""> </b></li>
</ul>
</div>
<h4>Requirements</h4><div title=""Page 1"">
<ul>
<li>Proven work experience as a Sales Representative</li>
<li>Excellent knowledge of MS Office</li>
<li>Familiarity with BRM and CRM practices along with ability to build productive business professional relationships</li>
<li>Highly motivated and target driven with a proven track record in sales</li>
<li>Excellent selling, negotiation and communication skills</li>
<li>Prioritizing, time management and organizational skills</li>
<li>Ability to create and deliver presentations tailored to the audience needs</li>
<li>Relationship management skills and openness to feedback</li>
<li>Bachelor’s degree in business or a related field</li>
</ul>
</div>
","['What kind of sales did you do at your last company?', 'What was the size of your team at your last company?', 'What was your sales quota?', 'How did you generate leads?', 'Describe the sales process at your last company. What worked well? What didn’t work well?', 'Describe a time when a sales process was changed. Why did it change? What was the result?', 'Describe your product to me. What are the benefits? Who are your customers?', 'Why do customers buy your product? What are the alternatives?', 'Describe your customers’ buying decision process. Who approves or blocks the buying decision? What do you need to line up to close the sale?', 'What kinds of questions do you ask your customer to find out what they need?', 'At what point do you stop pursuing a potential customer?', 'How do you stay current on your customers and product?']"
Inside Sales Representative,"<h4>Job brief</h4><p>We are looking for a talented and competitive Inside Sales Representative that thrives in a quick sales cycle environment.</p>
<h3>What does an Inside Sales Representative do?</h3>
<p>An inside sales rep will play a fundamental role in achieving our ambitious customer acquisition and revenue growth objectives. You must be comfortable making dozens of calls per day, working with channel partners, generating interest, qualifying prospects and closing sales.</p>
<h4>Responsibilities</h4><ul>
<li>Source new sales opportunities through inbound lead follow-up and outbound cold calls and emails</li>
<li>Understand customer needs and requirements</li>
<li>Route qualified opportunities to the appropriate sales executives for further development and closure</li>
<li>Close sales and achieve quarterly quotas</li>
<li>Research accounts, identify key players and generate interest</li>
<li>Maintain and expand your database of prospects within your <territory-manager-job-description"">assigned territory</li>
<li>Team with channel partners to build pipeline and close deals</li>
<li>Perform effective online demos to prospects</li>
</ul>
<h4>Requirements</h4><ul>
<li>Proven inside sales experience</li>
<li>Track record of over-achieving quota</li>
<li>Strong phone presence and experience dialing dozens of calls per day</li>
<li>Proficient with corporate productivity and web presentation tools</li>
<li>Experience working with Salesforce.com or similar CRM</li>
<li>Excellent verbal and written communications skills</li>
<li>Strong listening and presentation skills</li>
<li>Ability to multi-task, prioritize, and manage time effectively</li>
<li>BA/BS degree or equivalent</li>
</ul>
","['How would you describe the product and customers of your last company?', 'Describe your customer’s buying decision process. Who approves or blocks the buying decision? What do you need to line up to close the sale?', 'What was your sales quota?', 'How do you stay updated on your target market?', 'What kinds of questions do you ask your customer to find out what they need?', 'At what point do you stop pursuing a potential customer?', 'Describe a time you turned a negative situation with a customer into a positive one.', 'A customer points out a known problem with your product. How do you handle it?', 'Describe a recent sale that you lost. What did you learn from this experience?', 'How were leads generated at your last company?', 'What’s difficult about working with a short sales cycle?', 'What would make you passionate about selling our product?']"
Key Account Manager,"<h4>Job brief</h4><p><span style=""font-weight: 400;"">We are looking for a skilled </span><strong>Key Account Manager</strong><span style=""font-weight: 400;""> to oversee the relationship’s of the company with its most important clients. You will be responsible for obtaining and maintaining long term key customers by comprehending their requirements.</span></p>
<p><span style=""font-weight: 400;"">The ideal candidate will be be apt in building strong relationships with strategic customers. You will be able to identify needs and requirements to promote our company’s solutions and achieve mutual satisfaction.</span></p>
<p><span style=""font-weight: 400;"">The goal is to contribute in sustaining and growing our business to achieve long-term success.</span></p>
<h4>Responsibilities</h4><ul>
<li><span style=""font-weight: 400;"">Develop trust relationships with a portfolio of major clients to ensure they do not turn to competition</span></li>
<li><span style=""font-weight: 400;"">Acquire a thorough understanding of key customer needs and requirements </span></li>
<li><span style=""font-weight: 400;"">Expand the relationships with existing customers by continuously proposing solutions that meet their objectives</span></li>
<li><span style=""font-weight: 400;"">Ensure the correct products and services are delivered to customers in a timely manner</span></li>
<li><span style=""font-weight: 400;"">Serve as the link of communication between key customers and internal teams</span></li>
<li><span style=""font-weight: 400;"">Resolve any issues and problems faced by customers and deal with complaints to maintain trust</span></li>
<li><span style=""font-weight: 400;"">Play an integral part in generating new sales that will turn into long-lasting relationships </span></li>
<li><span style=""font-weight: 400;"">Prepare regular reports of progress and forecasts to internal and external stakeholders using key account metrics</span></li>
</ul>
<h4>Requirements</h4><ul>
<li><span style=""font-weight: 400;"">Proven experience as <strong>key account manager</strong></span></li>
<li><span style=""font-weight: 400;"">Experience in sales and providing solutions based on customer needs</span></li>
<li><span style=""font-weight: 400;"">Strong communication and interpersonal skills with aptitude in building relationships with professionals of all organizational levels</span></li>
<li><span style=""font-weight: 400;"">Excellent organizational skills</span></li>
<li><span style=""font-weight: 400;"">Ability in problem-solving and negotiation</span></li>
<li><span style=""font-weight: 400;"">BSc/BA in business administration, sales or relevant field</span></li>
</ul>
","['If a long-term key client informed you they’re considering ending our business relationship, how would you turn them around?', 'You’re about to close the deal with an important client, but this will result in losing an existing smaller client who is a competitor to the potential new one. How would you handle this?', 'What advice would you give a new Account Manager on dealing with customer complaints?', 'Where would you turn to for new sales opportunities in our industry if you were required to increase revenue by X% in a year?', 'Are you familiar with Salesforce.com? What other CRM software have you used?', 'What are the main duties of a Key Account Manager, from finding a new client to closing the deal?', 'What information do you need before contacting a new client for the first time?', 'How often do you prepare progress reports for your manager? How do you do it? What information do you need to do it?', 'What steps do you take to ensure you build strong relationships with key clients? Do you prefer in-person, email or phone communication? Why?', 'Describe your portfolio of clients from your previous job.', 'Tell me about your most successful (end-to-end) project so far.', 'Have you ever made a mistake that cost you a customer? What did you learn from that experience?']"
Account Director,"<h4>Job brief</h4><p><span style=""font-weight: 400;"">We are looking for an </span><b>Account director</b><span style=""font-weight: 400;""> to undertake account management responsibilities and supervise subordinate staff. Your duties will involve both managing relationships with clients and guiding account personnel.</span></p>
<p><span style=""font-weight: 400;"">An effective Account director has great aptitude in building and maintaining customer relationships. They also possess excellent planning and leadership abilities to coordinate and advise account managers, supervisors and executives.</span></p>
<p><span style=""font-weight: 400;"">The goal is to ensure the company’s retention of clientele and facilitate further growth.</span></p>
<h4>Responsibilities</h4><ul>
<li><span style=""font-weight: 400;"">Plan budgets and activities for account management in the company</span></li>
<li><span style=""font-weight: 400;"">Set up goals and objectives for all subordinate staff</span></li>
<li><span style=""font-weight: 400;"">Provide feedback and counsel to account staff to meet quotas/objectives </span></li>
<li><span style=""font-weight: 400;"">Conduct performance evaluation using key metrics</span></li>
<li><span style=""font-weight: 400;"">Serve as the point of contact for customers in your portfolio</span></li>
<li><span style=""font-weight: 400;"">Understand customer requirements and needs to offer suitable solutions and generate new business</span></li>
<li><span style=""font-weight: 400;"">Ensure the timely delivery of services and products to clients</span></li>
<li><span style=""font-weight: 400;"">Resolve issues to maintain and strengthen customer trust</span></li>
<li><span style=""font-weight: 400;"">Read reports of subordinates and communicate overall quarterly/annual progress to senior management and external stakeholders</span></li>
</ul>
<h4>Requirements</h4><ul>
<li><span style=""font-weight: 400;"">Proven <account-director-interview-questions"">experience as an <strong>account director</strong> or similar position</span></li>
<li><span style=""font-weight: 400;"">Demonstrable experience in negotiation and meeting client requirements</span></li>
<li><span style=""font-weight: 400;"">Solid understanding of budgeting and reporting on progress</span></li>
<li><span style=""font-weight: 400;"">Knowledge of performance evaluation techniques and metrics</span></li>
<li>Working knowledge of MS Office and/or relevant software (e.g. Salesforce)</li>
<li><span style=""font-weight: 400;"">Excellent communication and interpersonal abilities with aptitude in fostering long-term relationships</span></li>
<li><span style=""font-weight: 400;"">Outstanding organizational and leadership skills</span></li>
<li><span style=""font-weight: 400;"">BSc/BA in business administration, sales or relevant field</span></li>
</ul>
","['How would you address a team member who was underperforming?', 'Name two to three pointers you’d give a new team member.', 'We are increasing our prices, and the change might upset some of our current customers. What guidance would you give to Account Representatives to handle potential complaints?', 'An Account Representative tells you that a dissatisfied customer wants to speak with the manager. How would you handle this situation?', 'How do you announce bad results or negative news to your team members? What’s the best way to motivate your team?', 'What CRM software have you used?', 'Name any tools you have used (or know) to track employee performance. What’s the best way to do it?', 'What metrics do you need to create a monthly report of your team’s results? What additional data would you use for an annual report?', 'Describe the most challenging project you’ve worked on so far. What was your role and what did you do to overcome hurdles?', 'Has your team ever failed to reach sales quotas? If so, how did that happen? What did you learn from the experience, and what did you do differently next time?', 'How much time do you give new team members to onboard? Why?', 'How often have you met revenue targets and customer satisfaction rates?']"
Account Manager,"<h4>Job brief</h4><p><span style=""font-weight: 400;"">We are looking for an Account Manager to create long-term, trusting relationships with our customers. The Account Manager’s role is to oversee a portfolio of assigned customers, develop new business from existing clients and actively seek new sales opportunities.</span></p>
<h4>What does an Account Manager do?</h4>
<p><span style=""font-weight: 400;"">Account management responsibilities include developing strong relationships with customers, connecting with key business executives and stakeholders and preparing sales reports. Account Managers also answer client queries and identify new business opportunities among existing customers. In this role, you will liaise with cross-functional internal teams (including Customer Service and Product Development departments) to improve the entire customer experience. This position may require occasional travel. </span></p>
<p><span style=""font-weight: 400;"">If you are familiar with account management software (CRM), have a flair for client communication and understand consumer behavior, we’d like to meet you. Ideally, candidates for this role will know how to meet ambitious individual and team-wide sales quotas. </span></p>
<p><span style=""font-weight: 400;"">Ultimately, a successful Account Manager should collaborate with our sales team to achieve quotas while keeping our clients satisfied and engaged with our products and services in the long-run.  </span></p>
<h4>Responsibilities</h4><ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Serve as the lead point of contact for all customer account management matters</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Build and maintain strong, long-lasting client relationships</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Negotiate contracts and close agreements to maximize profits</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Develop trusted advisor relationships with key accounts, customer stakeholders and executive sponsors</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Ensure the timely and successful delivery of our solutions according to customer needs and objectives</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Clearly communicate the progress of monthly/quarterly initiatives to internal and external stakeholders </span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Develop new business with existing clients and/or identify areas of improvement to meet sales quotas</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Forecast and track key account metrics (e.g. quarterly sales results and annual forecasts)</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Prepare reports on account status</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Collaborate with sales team to identify and grow opportunities within territory </span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Assist with challenging client requests or issue escalations as needed</span></li>
</ul>
<h4>Requirements</h4><ul>
<li>Proven work experience as an Account Manager, Key Account Manager, Sales Account Manager, Junior Account Manager or relevant role</li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Demonstrable ability to communicate, present and influence key stakeholders at all levels of an organization, including executive and C-level</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Solid experience with CRM software (e.g. Salesforce, Zoho CRM or HubSpot) and MS Office (particularly MS Excel)</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Experience delivering client-focused solutions to customer needs</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Proven ability to juggle multiple account management projects at a time, while maintaining sharp attention to detail</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Excellent listening, negotiation and presentation abilities</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Strong verbal and written communication skills</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">BA/BS degree in Business Administration, Sales or relevant field</span></li>
</ul>
","['Rate yourself as an account manager on a scale of 1 to 10.', 'What can you do for us that someone else cannot', 'What is so important about\xa0establishing a long term relationship with clients and customers?', 'Let’s pretend I’m a client of your assigned portfolio. How would you up-sell or cross-sell this company’s products to me?', 'I’m the client and you are the newly hired account manager. I’m saying things like “Your services cost too much”, “I’m okay with the way things work right now”, “I need to run this by my business partner before I do anything else” or “I’m too busy; Call me again in 6 months”. How would you turn me around?', 'Describe a situation in which you were able to handle a dissatisfied client?', 'What’s your track record in delivering on revenue targets and customer satisfaction rates?', 'If you could snap your fingers and change one thing in your personality what would it be and why?', 'Tell me about the largest or most important project you have worked on and how you managed it, from start to finish?', 'What are you passionate about?']"
Sales Director,"<h4>Job brief</h4><p>We are looking for a <a data-cke-saved-href=""https://resources.workable.com/tutorial/hiring-salespeople"" href=""https://resources.workable.com/tutorial/hiring-salespeople"">high-performing Sales Director. The successful candidate will meet our customer acquisition and revenue growth objectives.</p>
<p>Sales director responsibilities include developing key growth sales strategies, tactics and action plans. Successful execution of these strategies is required to achieve your financial targets. Sales director duties will include hitting annual targets, building relationships and understanding customer trends.</p>
<h4></h4>
<h4>Responsibilities</h4><ul>
<li class=""public-DraftStyleDefault-unorderedListItem public-DraftStyleDefault-reset public-DraftStyleDefault-depth0 public-DraftStyleDefault-listLTR"" data-block=""true"" data-editor=""98src"" data-offset-key=""65n7a-0-0"">
<div class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""65n7a-0-0""><span data-offset-key=""65n7a-0-0""><span data-text=""true"">Own and hit/exceed annual sales targets <territory-manager-job-description"">within assigned territory and accounts</span></span></div>
</li>
<li class=""public-DraftStyleDefault-unorderedListItem public-DraftStyleDefault-depth0 public-DraftStyleDefault-listLTR"" data-block=""true"" data-editor=""98src"" data-offset-key=""94e1f-0-0"">
<div class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""94e1f-0-0""><span class=""hardreadability""><span data-offset-key=""94e1f-0-0""><span data-text=""true"">Develop and execute strategic plan to achieve sales targets and expand our customer base</span></span></span></div>
</li>
<li class=""public-DraftStyleDefault-unorderedListItem public-DraftStyleDefault-depth0 public-DraftStyleDefault-listLTR"" data-block=""true"" data-editor=""98src"" data-offset-key=""2do3o-0-0"">
<div class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""2do3o-0-0""><span data-offset-key=""2do3o-0-0""><span data-text=""true"">Build and maintain strong, </span></span><span class=""vaguephrase""><span data-offset-key=""2do3o-1-0""><span data-text=""true"">long</span></span></span><span data-offset-key=""2do3o-2-0""><span data-text=""true"">-lasting customer relationships</span></span></div>
</li>
<li class=""public-DraftStyleDefault-unorderedListItem public-DraftStyleDefault-depth0 public-DraftStyleDefault-listLTR"" data-block=""true"" data-editor=""98src"" data-offset-key=""3dkcd-0-0"">
<div class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""3dkcd-0-0""><span data-offset-key=""3dkcd-0-0""><span data-text=""true"">Partner with customers to understand their business needs and objectives</span></span></div>
</li>
<li class=""public-DraftStyleDefault-unorderedListItem public-DraftStyleDefault-depth0 public-DraftStyleDefault-listLTR"" data-block=""true"" data-editor=""98src"" data-offset-key=""euquv-0-0"">
<div class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""euquv-0-0""><span class=""adverb""><span data-offset-key=""euquv-0-0""><span data-text=""true"">Effectively</span></span></span><span data-offset-key=""euquv-1-0""><span data-text=""true""> communicate the value proposition through proposals and presentations</span></span></div>
</li>
<li class=""public-DraftStyleDefault-unorderedListItem public-DraftStyleDefault-depth0 public-DraftStyleDefault-listLTR"" data-block=""true"" data-editor=""98src"" data-offset-key=""9vf1j-0-0"">
<div class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""9vf1j-0-0""><span data-offset-key=""9vf1j-0-0""><span data-text=""true"">Understand category-specific landscapes and trends</span></span></div>
</li>
<li class=""public-DraftStyleDefault-unorderedListItem public-DraftStyleDefault-depth0 public-DraftStyleDefault-listLTR"" data-block=""true"" data-editor=""98src"" data-offset-key=""bfa3o-0-0"">
<div class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""bfa3o-0-0""><span data-offset-key=""bfa3o-0-0""><span data-text=""true"">Reporting on forces that shift tactical budgets and strategic direction of accounts</span></span></div>
</li>
</ul>
<h4>Requirements</h4><ul>
<li>Proven sales executive experience, meeting or exceeding targets</li>
<li>Previous experience as a sales executive, sales manager or sales and marketing director</li>
<li>Ability to communicate, present and influence all levels of the organization, including executive and C-level</li>
<li>Proven ability to drive the sales process from plan to close</li>
<li>Proven ability to articulate the distinct aspects of products and services</li>
<li>Proven ability to position products against competitors</li>
<li>Demonstrable experience as head of sales, developing client-focused, differentiated and achievable solutions</li>
<li>Excellent listening, negotiation and presentation skills</li>
<li>Excellent verbal and written communications skills</li>
<li>BA/BS degree or equivalent</li>
</ul>
","['What kind of sales did you do at your last company? (Inside sales? Field sales?)', 'What was the size of your team at your last company?', 'What was your sales quota?', 'How did you generate leads?', 'Describe your product. What are the benefits? Who are your customers?', 'Why do customers buy your product? What are the alternatives?', 'Describe your customers’ buying decision process. Who approves or blocks the buying decision? What do you need to line up to close the sale?', 'Where do you find great sales talent?', 'What criteria do you use to evaluate sales skills?', 'How do you monitor the performance of individual team members?', 'How do you motivate your team?', 'How do you make decisions about compensation?']"
Sales Engineer,"<h4>Job brief</h4><p>We are looking for a seasoned, hardworking, smart and over achieving Sales Engineer with proven experience and a passion for selling technology solutions to senior executives.</p>
<p>You will be responsible for selling into new prospects as well as farming back into existing customers to ensure high renewal and customer satisfaction levels. Measures of success include new customer acquisition rates, renewal rates, up-selling, cross-selling, customer satisfaction and contribution to overall sales team and business success.</p>
<h4>Responsibilities</h4><ul>
<li>Support sales executives with solution selling into prospect account base</li>
<li>Partner with sales executives to plan, prepare and execute on strategic deals in complex sales cycles</li>
<li>Model the financial business case associated with each sales opportunity</li>
<li>Successfully match customer pain/requirements to proposed solutions</li>
<li>Create and deliver powerful presentations and demos that clearly communicate the uniqueness of the value proposition</li>
<li>Manage all technical aspects of RFP / RFI responses</li>
<li>Effectively communicate client needs to the R&amp;D teams for future product enhancements</li>
<li>Collect and document competitive intelligence</li>
</ul>
<h4>Requirements</h4><ul>
<li>Proven work experience as a Sales Engineer</li>
<li>Proven track record selling complex enterprise solutions</li>
<li>Ability to forge strong, long-lasting relationships with senior executives</li>
<li>Ability to creatively explain and present complex concepts in an easy to understand manner</li>
<li>Solid technical background with understanding and/or hands-on experience in software development and web technologies</li>
<li>Excellent written and verbal communication skills</li>
<li>Excellent presentation and creativity skills</li>
<li>Willingness to travel</li>
<li>BA/BS degree or equivalent, preferably with a numeracy base</li>
</ul>
","['How would you proceed if a client faced a technical issue but none of your suggestions work?', 'How would you explain the benefits of using [X] product over a competitor’s service?', 'A key potential client requests a feature we don’t currently offer. Who do you contact about it and how do you respond to the prospective client?', 'Your manager sets a goal that you think is unrealistic. How do you respond to it?', 'What’s a typical sales call like for a Sales Engineer?', 'What do you know about our products? Who do you think are our customers?', 'What software have you found useful for your job? Why, and how?', 'What’s experience do you have with remote access software?', 'What’s you’re biggest lead-generating success? How did you get the lead?', 'How do you ensure your audience understands complex technical terms?', 'What’s the biggest challenge you’ve faced in communicating technical details? How did you overcome it?', 'What inspires you to be good at your job?', 'Describe a successful sales project you worked on. Who did you work with and what was your specific contribution?']"
